response,empathy_score
Do you feel you tend to put your blame into others? ,1
"Thank you for sharing so far. Have you, in the near past, gave protocol 6 a try and discovered that it reignited emotions you couldn't manage as a result of distant events?",2
Do you always blame yourself when things go wrong? ,0
Have ever felt strong feeling of___ towards someone?,0
"That must be terrible to experience. Now, if you agree, let's proceed to some questions to understand your situation better.",2
Have you recently attempted protocol 6 and found this current and valid emotions as a result of old events?,0
Did this happen recently or in the past?,0
Would you say you are currently experience a personal crisis?,0
Are you controlling someone by doing that or do you wish to control them?,0
Are you willing to be someone else's saviour?,0
Do you believe that people need saving and that you should be the one to do that?,0
"I'm glad, would you like to tell me about yourself?",1
"Thank you for being so open, I can see how you may feel that way. ",2
"I am glad you shared that with me. However, I have few question for you because i want to fully understand you.",2
Do you consider yourself a victim or you are blaming someone else?,0
"Have you (not very long ago) attempted rules of conduct 6 and found this re-started unable to control feelings of love, hate or fear as a result of old events?",2
Is there something going on in your personal life that you would like to talk about?,1
Do you feel that someone else is responsible for your negative emotions?,1
I'm going to mention a few words. See which ones describe what you're feeling.,1
Do you feel like you try and control people?,0
"Have you considered, in previous conversations, touching on other points of view presented?",0
Do you feel like you are happy most when in control of others?,0
"I understand your feelings, we will talk about them to improve them.",1
Do you think the situation you are in right now was maybe caused by a specific event?,1
"Lately, have you felt as if someone who is taking advantage of you or have you tried to blame someone else?",1
Do you believe it is up to you to save someone else?,0
"If you don't mind me asking, could you tell me if you've recently felt any of the following emotions toward anything or anybody:",1
Do you feel you need to control people?,0
Do you feel that everything must work exactly how you planned it and get frustrated when people dont do as you say?,1
"I wonder if you are feeling unwell because you have experienced some negative emotion toward a particular person, ",2
"Thank you. Now please let me ask you, have you ever deeply expressed any of the following emotions towards someone...",2
Is trying to control people something you find yourself doing? ,0
I wonder if you have given thought to consider other points of view in previous conversations. ,1
Have you tried looking at things from an other perspective? ,0
Do you feel as though you have considered other points of view?,0
"In previous conversations, have you attempted to explore other viewpoints presented?",0
"Do you usually try to look into other points of view, when talking to someone?",0
"Did this event happen recently, or a long time ago?",0
Do you tend to blame yourself when things go wrong? ,0
I can imagine how devastated this made you feel but I want you to know it is OK! Now please tell me what led you to this situation if you can take me step by step. ,2
"Good, now I would like to ask if you've attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?",2
And did you attempt protocol 6? Did you find it reignited difficult emotions from a past event?,1
"Some people may be trying to manipulate others, even without noticing. Do you feel this could apply to your situation?",2
Are there any personal grievances or crisis to be aware of?,0
Was it caused by something that happened recently or more distant?,0
I feel privileged you have shared your feelings with me. Such feelings are challenging but they are also very common. Please allow me to ask you some questions to find more about your situation.  ,2
"Would you say that recently you have felt inclined, more than usual, to save or rescue other people?",1
Can you pinpoint an event that led to this?,0
"After your attempt of protocol 6, did you perhaps find that the protocol reignited emotions that you cannot manage as a result of an old event?",2
Do you think someone else is responsible for how you feel?,0
Do you think this was caused by a recent or distant event (events)?,0
"In previous talks, was it important for you to look at a given situation from a different perspective?",1
"In different conversations, do you feel like you can empathise with other's views?",1
Do you think this situation occurred because of some recent event or in your past?,1
Do you ever feel like you're trying to manipulate someone?,0
Do you perhaps have the urge to have control over another person?,1
"I can imagne how bad that must've made you feel, I will, therefore, ask you questions to better understand your feelings about this situation.",2
Was there something occuring that influenced your feeling?,1
Do you always blame yourself in bad situations?,0
Did this occur because of a recent or distant event? ,0
Was this it was caused by a specific event in recent or distant times?,0
Have you recently attempted protocol 6 and found that it triggered  extremely stressful emotions from a past event?,1
Is all of this influenced by some specific event?,0
"Have you recently tried protocol 6? If so, did that bring up any difficult emotions from past events for you?",1
Was your feeling caused recently or in the past?,0
Have you thought of other viewpoints in previous conversations?,0
Have you ever imagined you are tha saviour of someone else?,0
"Thank you for sharing that, it must be difficult for you. Are you okay to answer some questions to explore this further?",2
Is there more to how you are feeling right now? Is everything okay with your personal relationships?,1
Did something happen to make you feel like this?,0
Is there a specific incident that particularly ticked you off?,0
Have you tried to understand or consider the different aspects when having conversations?,0
Were the causes recent or distant?,0
Have you ever experienced or communicated any of the following feelings toward anyone?,0
Have you tried to attempt protocol 6? If so did you find that this brought up unwanted feelings and/or memories from the past?,1
May I ask you if you are unhappy about someone's behaviour and would like to see it changed? ,1
"Thank you for letting me know, that sounds so tough. Can we talk a bit more about it?",2
Was this due to the results of a specific event ?,0
Do you believe that someone else is responsible for your negative emotions?,0
Are you currently in a crisis?,0
Did you feel strongly any of the following emotions towards someone else?,0
Please let me know if you have felt this way strongly towards another person:,1
Do you always blame or accuse yourself when something doesn't go your way?,0
Have you consider any other viewpoint on this situation?,0
I am glad you told me about this. Now i would like to ask you a few questions in order to get clarity.,2
Do you believe you are entitled to being a rescuer of someone else?,0
Was this caused by a particular event?,0
"Did you try following protocol 6? If so, do you think it could be the reason of the feelings you have right now?",1
"I thank you for informing me about your displeasure, now I will ask you some questions to better understand your situation.",2
Does what happened relate to any specific situation?,0
Have you recently attempted protocol 6 and this has brought up a lot of negative emotions from old events?,1
Do you think you're controlling and manipulative?,0
Did this happen recently or in the past?,0
Have you recently had a personal crisis? ,0
Are you trying to take control of a person because they can't do it the way you want it?,0
Would you say you are currently experience a personal crisis?,0
Are you going through a difficult time at the moment such as having problems with loved ones or falling out with friends?,1
"Do you always feel like you are a failure, if things don't go to plan?",0
Do you feel like someone is to be blamed for how you are feeling?,1
Have you feel like a victim from someone else?,0
Do you think it was related to a specific event?,0
Do you have any personal crisis you're currently going through?,0
"In previous conversations, have you found anything useful from others' viewpoints presented?",0
Have you always accused yourself when something goes wrong?,0
In this difficult situation that you're describing have you felt these emotions towards someone?,1
Do you feel like the its someone else who's at fault for your feelings?,0
Did this happen in recent times or in the past?,0
Was it a recent event or events that caused this or something in the past?,0
Do you feel that you are trying to influence someone with your words or actions?,1
Do you feel like you are trying to dictate how someone else should live their lives?,0
I wonder if this was caused by a recent or distant event?,1
Do you think you're having these negative feelings because of someone else?,0
"Do you feel like you were wronged by someone, as it's their fault for you feeling this way?",1
"So, have you attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?",1
Do you always blame or accuse yourself when something doesn't go the way you want it to go?,0
Was this a recent or distant event?,0
Was this triggered by an specific event?,0
This happens more often than you think. Allow me to ask some questions which could help you. ,2
Did this happen due to a specifical event?,0
"Thank you. Now, just so I can better understand where this insecurity originates, could you tell me if it started as a result of a specific event?",2
Are you always hard on yourself when things go wrong?,0
And have you felt a huge wave or shown an attitude related to any of the following emotions directed towards anyone?,1
Are you currently going through some difficult life challenge? (Maybe a fight with a loved one?),1
Have you experienced loss or relationship breakdowns with loved ones recently?,0
Do you think you feeling this way is a result of events that have happened to you?,1
Are you having a personal life crisis?,0
Are you felling like you have to be the savior of someone else?,0
Was this led by a specific event?,0
May I ask if you have you felt certain emotions towards someone or expressed them?,1
Do you think you could be someone else's savior?,0
Is this caused by a specific event?,0
Is it correct that you are experiencing a personal crisis in your life right now?,1
"Do you feel the need to actively support or ""rescue"" another person?",0
"I am sorry to hear that. Now, I would like us to find out what could have caused that feeling..",2
Are these feelings being caused by something that happened recently or an event/s that happened in the past?,1
Do you remember any specific event that caused this feeling ?,0
Do you think that this was caused by a specific event or events?,0
That is great! Can I show you a protocol you can do to feel even better?,1
Are you experiencing serious problems with anyone close to you?,0
Are you worried that things are always your fault?,0
I am sorry this happened. I hope you do not mind me asking questions to help better understand the situation.,2
Have you ever considered contrasting viewpoints presented?,0
Could you tell me if you have strongly felt or expressed any of these emotions towards another person?,1
"I am very sorry that you feel this way, would you like to give me more context as to what made you feel this way?",2
Was what happened due to a recent or a distant event that happened to you? ,0
Is there anything in particular that caused you to feel this way?,1
Do you believe that you need to save people? ,0
Do you feel this way due to a recent or distant experience or event?,0
"Please let me know, have you felt any of the following feelings in a strong manner or expressed them to someone else:",1
Do you believe that saving others is part of your daily duty?,0
It is very nice to hear this. I would like to recommend a protocol you can attempt.,2
"Thank you for opening up about how you are feeling. If you don't mind, I will ask you a few questions to understand your situation better so I am better placed to help. ",2
"If you attempted protocol 6, did you found that it triggered umanageable emotions because of old events?",1
Do you think is always your fault when something goes wrong?,0
Do you feel as if you are going through a personal crisis (being in a tough situation with people you love e.g. falling out with friends)?,1
Thank you for being open with your feelings. Can I please ask if there was a specific event that triggered your feelings?,2
Do you feel you need to control people?,0
Do you feel that you always blame yourself or accuse yourself when something goes wrong?,1
Have you shown or felt these emotions to or about someone?,0
"Thank you. Please, help me with the next question. Do you often see yourself blaming others for how negative you feel?",2
Do you think you need to be the one supporting an individual? Is it your responsibility to save them?,0
It's understandable not to take other people's opinions. But do you try to consider their points of view?,2
Do you have any of these emotions for someone?,0
Do you always feel guilt when when something goes wrong?,0
"In conversations that you have had, have you look into other viewpoints?",0
Have you triedprotocol 6 and found it hard revisting a traumatic event from your past due to unmanageable negative emotions?,1
Do you think the way you are feeling now has something to do with how others treat you?,1
Are you going through a personal crisis or experiencing difficulties with your loved ones? ,0
"If you have recently attempted protocol 6, do you think that this resulted in you feeling worse?",1
Was this caused by a specific event/s?,0
Sometimes we can feel wronged by someone. Do you feel that way now?,1
Have you strongly felt and shown towards someone the following emotions?,0
"Do you see yourself as a martyr, blaming someone else for how unwell you feel?",0
"Do you feel as if other people are to blame for the way you feel, and that you're the victim?",1
Have you ever outwardly expressed any of these emotions to or about someone?,0
"Are you always looking to yourself to point blame, when something goes wrong?",0
Have you ever imagined you are the saviour of someone else?,0
Did something perhaps happen that caused this? ,0
Did you happen to maybe feel these emotions towards someone,0
It is completely understandable that you feel this way. Would you mind if I asked a couple of questions so that I can offer more help with your situation?,2
Would you consider that this was caused by a specific event/s?,1
Do you think that you tend to take on the more controlling role?,1
Did specific events cause this?,0
Has something happened recently to make you feel this way or was that in the past?,0
Do any of these emotions sound familiar?,0
"I understand your feelings, may I ask if you have recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?",2
"Do you consider yourself an open-minded person, do you always listen to others no matter what?",0
Are things a little too tough for you now in your personal life?,0
It's acceptable to feel like a victim sometimes. Do you feel that you're a victim in your situation right now?,1
That's Good! Let me recommend a protocol you can attempt.,1
Is there a specific event that brought about this feeling?,0
"I hope you do not mind me asking, but have you ever felt or expressed emotions towards someone that you would not be proud of like:",2
Do you feel that you are a victim and blame other people for how you feel?,0
Are you struggling with anything in your personal life that I could help you with at the minute?,1
Was this caused by some specific event?,0
Have you ever felt that you are a victim and blamed someone else for this negative feeling?,0
Did you see all viewpoints that were presented in your previous discussions?,0
I'm glad to hear that. Are you ready to select a protocol you can attempt?,1
"In previous conversations, have you considered other people's viewpoints?",0
Is this a recent event or one of your past experiences?,0
If things go bad do you always blame yourself?,0
"Thank you. Now, please answer the next question. Have you recently attempted protocol 6 and found unmanageable emotions as a result of this protocol?",2
"This makes me so happy, let me recommend a protocol that can help further.",2
"In situations like these, do you wish you could control someone for your own benefit?",1
Doesn't this happen because maybe you are undergoing a personal crisis (experiencing difficulties with loved ones e.g. falling out with friends)?,2
Have you considered others' opinions before?,0
Do you feel this emotion is caused by a recent or distant event? ,1
Do you consider yourself trying to be in control of someone?,0
It's all natural. Let me get to know this better.,1
Do you think you are to blame for all bad events or a mistakes?,0
Did something specific happen that made you feel this way?,1
"Do you believe in fate, that what happens to you is predetermined or dependent on others and you have no influence on it, or that all failures are always caused only by your actions?",1
Do you always cast the fault on yourself when something does not go as planned?,0
"I appreciate you informing me, I would like to ask you some questions regarding this.",1
"In previous conversations, have you tried to consider other viewpoints presented?",0
Have you ever felt that you should have control over someone's life?,0
"Are you currently going through a personal crisis, such as a family argument or trouble with a friendship?",0
Do you feel that you should save other people?,0
"Lately, have you felt as if someone is taking advantage of you or have you tried to blame someone else?",1
In this difficult situation that you're describing have you felt these emotions towards someone?,1
"Okay, let me see how I can help. I would like to ask you more questions, if you don't mind.",1
Have you attempted protocol 6 and found that revisting what happened in the past caused more pain?,1
"Thank you for sharing so far. Have you, in the near past, gave protocol 6 a try and discovered that it reignited emotions you couldn't manage as a result of distant events?",2
"Thank you for sharing with me. I'll ask you some questions now, so you can elaborate on your situation.",1
Thank you for sharing this with me. Now I will ask you some questions to better undertand your situation.,1
"Thinking back to conversations you have had, have you considered what the other people are saying?",1
"If you are willing to share, are you going through difficulties in your personal life, such as relationship problems?",2
Are you undergoing a personal crisis?,0
Do you see yourself being in an unjust position due to someone else's actions?,0
Did this challenging event happen in the past or is it occuring in your life at the moment?,1
"By any chance, are you undergoing a personal crisis (experiencing difficulties with loved ones e.g. falling out with friends)?",1
Thank you for letting me know. Now we will ask some questions to understand your situation much better before we can assist.,2
I'm wondering if you going through a personal crisis. Do you think this is the case?,1
"During other talks you had, have you thought about different viewpoints?",0
Was this situation(s) that took place recent or is it a distant event?,0
Was this caused by an event that happened recently or an event/s that happened in the past?,0
 Have experienced these emotions toward someone before? ,0
"Have you been feeling any of the following emotions strongly, or expressed one of them to another person?",0
Do you believe that you could help someone else? ,0
Do you carry the weight of having the obligation to be the saviour of someon else?,0
That makes perfect sense. I will now ask you a few questions to help give me deeper clarity on your state of mind right now.,2
"In this situation, do you feel like you were the victim, blaming someone else for your negative emotions?",1
Do you feel like you have to save some person?,0
Sounds reasonable to me. I would like to ask some questions to understand a bit more.,1
Have you ever found yourself in a situation where you overwhelmed by any such emotion?,0
"Is blaming someone, even if it is yourself, always the way you think about negative situations?",1
Did you feel or express any of the following emotions:,0
Is this something that happened before or just recently?,0
Are you used to seeing yourself as a victim in any negative situation you are in?,0
Do you always blame yourself when something unexpected happen? ,0
I do understand where you are coming from but was this caused by a specific event or events?,2
How do you identify yourself in the situation? Do you feel like you are wronged by someone?,1
"In previous conversations, have you tried considering different viewpoints?",0
Have you considered other viewpoints presented in previous conversations?,0
Do you feel it is someone's else's fault for what you are feeling right now?,1
"If you are willing to share, are you going through difficulties in your personal life, such as relationship problems?",2
Has there been a specific event affecting your feeling?,0
"When you are in a conversation, do you try to see things from other perspectives?",0
"Thank you for telling me this. With your willingness, I will ask some questions in order to better understand your current situation.",2
Have you considered trying Protocol 6 to find out if you feel uncontrollable emotions from old situations?,1
Do you always see yourself as the person that is wrong or to blame?,0
"In previous conversations, have you carefully considered other viewpoints presented?",0
"I'm glad you notified me, I'll follow with some questions.",1
Do you feel that other people's side of the story matters?,0
Perfect! Let me give you a protocol that can help further.,1
"We can feel or express a lot of different, strong emotions towards other people. Did you strongly feel or express any of the following emotions towards someone:",2
Was there someone who you had some difficult with handling?,0
Do you think you've been wronged by someone?,0
Are you feeling this way because of something specific?,0
Do you feel like you always have the short end of the stick because of someone else?,0
Have you recently tried to use protocol 6? Did you express any negative emotions because of it?,0
Have you done protocol 6 and found it hard to deal with the emotions that arise after?,0
Do you feel this way towards someone?,0
Has there been anything recent of distant that has caused you to feel this way?,1
"In this situation, have you felt or expressed any of the following emotions towards someone?",0
"Thank you for sharing your situation with me. Now, i will ask you some questions to understand it better",2
I sympathise with you in this feeling. Let me ask some more questions.,1
I am sorry this happened. I hope you do not mind me asking questions to help better understand the situation.,2
Do you feel like you are going through a personal crisis?,0
Do you believe that you can save someone for any given reason?,0
Did a specific event trigger this?,0
Do you see yourself being in an unjust position due to someone else's actions?,0
"Do you perhaps see yourself as a victim, blaming another person for feeling this way?",1
Did this happen recently?,0
"I understand and what you are saying makes sense. In previous conversations, have you considered other viewpoints presented?",2
"As the victim, do you see yourself putting the blame on someone else for how negative you feel?",1
Have you felt or expressed any of the following emotions to someone?,0
Do you feel like you are in control of how others feel? And do you try to help others often?,1
Do you consider that you need to look at issues from all angles?,0
Is there anyone that is to blame for you feeling this way?,1
Is there a part of you that feels as though you are trying to put your ideas on someone else?,1
I'm sorry you're feeling this way. Can you tell me more about what happened?,2
Do you think you are a person who controls others?,0
Could you perhaps be reacting that way in an attempt to control the situation?,2
It's truly understandable why you feeling like this. Please feel free to answer a few questions.,2
Do you feel like you're in the middle of an existential crisis?,0
Do you think life is unfair and you are the victim?,0
Do you strongly feel or have perhaps expressed the following emotions towards someone?,0
Did you express or strongly felt any of these emotions? It woud be very helpful to know.,2
Have you tried taking control of someone for you own amusement?,0
Do you feel that you're trying to control someone else in your life?,1
Did something specific happen that made you feel this way?,1
Do you think how you feel is as a result of someone else's doing?,0
Do you find that you always blame and accuse yourself when things goes wrong?,0
Do you believe it's fair to be someone's saviour?,0
I am sorry about that. Would you like to tell me more about what happened?,2
Do you believe that you have a duty to save other people?,0
Have you felt or shared any of the following emotions towards another,0
Could this have been caused by a specific event?,0
Have you ever felt the need to save someone or make decisions for them?,0
Are you currently going through a personal crisis (difficulties with loved ones e.g. fighting with your boyfriend/girlfriend)?)? ,1
Do u feel controlling?,0
Have you strongly experienced or expressed the following emotions towards someone else?,0
Do you find that whenever something goes wrong you blame yourself?,0
In your opinion do you consider yourself to be a saviour for other people?,0
Have you felt these emotions strongly or expressed them towards someone,0
"I'm glad to hear that, you deserve it.",1
Do you feel or find yourself somehow trying to control someone?,0
Did you try protocol 6 and did it bring any hard feelings up?,0
Are you currently finding difficulties among your personal life?,0
In hard situations do you tend to see someone else as responsible for your feelings?,1
"Do you feel like everyone's needs should always come before yours, even when you are really overextending yourself to help?",1
Do you feel like the solution to someone else's issues only up to you?,0
"If something wrong happens, are you always feeling that you are responsible?",0
"I'm really sorry to hear that, let's see.",1
Are you always so hard on yourself when something doesn't go according to plan?,0
"Just to be more specific, was this caused by a specific event?",1
Have you been feeling or expressing some of these emotions towards someone:,0
"Do you ever feel like you are hurt by someone, as a victim?",0
Have you looked at situations from another point of view? ,0
Have you engaged with the information and viewpoints given to you in past communications?,0
Are you feeling like only you know what is going to solve someone else's problems?,0
"Have you recently tried the solutions Protocol 6 and if so, do you think that this resulted in you feeling worse?",1
Would you agree that you are trying to be a saviour for someone?,1
Was there a particular event that happened recently that would have triggered this? Or was it distant?,1
Have you tried other viewpoints previously?,0
Do you believe that you should always be available when someone need you?,0
Is there somebody in your life that is causing you to feel any of the following emotions:,0
Do you always think you are the one to blame when things go wrong?,0
Have you recently attempted protocol 6 and felt that it reignited negative feelings?,1
"I understand, is this feeling caused by a specific moment, either recently or long ago?",1
Is it important to you that you be a saviour of someone else?,0
Thank you for letting me know. I would like to ask more questions in order to understand your situation.,1
You think that you must be the savior of the people around you?,0
Are you experiencing some certain personal issues?,0
"I understand why you feel this, may I ask you some more questions so I can understand your situation?",2
Was this situation caused by some specific events or not really?,0
"I am sorry to hear that. Now, I would like us to find out what could have caused that feeling..",2
"I understand it can be difficult, and thank you for being open with me. Are you always blaming and accusing yourself for when something goes wrong?",2
Are there any of the following emotions that you have felt strongly for someone or expressed:,0
Was there a specific event or events that triggered this?,0
Are you the type of person who will always blame themselves when something goes wrong?,0
"When something goes wrong, do you feel you are the one to blame?",0
Thank you; that's helpful to know. I'm going to ask some questions to get a better understanding of your situation.,2
"Thank you sharing this with me. I want to know more about this, if that's okay with you.",2
Do you think this was caused by a recent or distant event?,0
Thank you for letting me know. Now we will ask some questions to understand your situation much better before we can assist.,2
Are you in a power play with another individual?,0
Do you ever feel like you have to save or rescue another person?,0
Is this correct for you: you believe that you should be the saviour of someone else?,1
Would you say that it is caused by a specific occurrence?,1
Do you think that someone else should see you as their saviour?,0
In this difficult situation that you're describing have you felt these emotions towards someone?,1
"Do you feel it is always your fault even when it isn't, when something goes wrong?",1
Do you see yourself as a controlling person?,0
"Based on previous conversations, do you consider other view points given?",0
I am sorry to hear this. Please let me ask some questions to understand your situation.,2
Do you sometimes feel someone else is to blame for how you are currently feeling?,1
I am glad you feel that way! Would you like to work on enhancing that feeling?,2
Do you want people around you to always rely on you should something happen unexpectedly?,0
Have you perhaps tried protocol 6 and found this recently brought up emotion which could not be managed to be a result of past a past event?,2
Did something bad happen?,0
"Thank you sharing this with me. I want to know more about this, if that's okay with you.",2
Would you say you would feel better if you could control someone's behaviour?,1
I understand your feelings. I will ask you to respond some questions in order to better understand how we can help you feel better.,2
Would you be able to tell me whether a specific event may have caused your distress?,2
Do you sometimes feel you are trying to control someone?,0
Did you attempt protocol 6 and discover any reignited unmanageable emotions from the past events?,0
"Do you feel a strong urge to rescue someone else lately, alleviate their problems?",0
Have you directed these negative feelings specifically towards someone in your life?,0
The event that caused you to feel this way did it happen a long time ago or is it a recent event?,1
Do you believe you are the victim and do you blame someone else for your negative feelings?,0
"Do you think you may have displayed some controlling behaviours recently, even though perhaps they were out of character for you?",2
Have you considered looking at the situation from different angles in the past when you've felt this way?,1
Do you feel like some other person is responsible for the way you are feeling?,1
I appreciate your openness and honesty. I would like to ask you some questions to further understand your feelings.,2
That's wonderful! Let me recommend a protocol that can support your feeling.,2
Do you feel that you want to always be in control of people?,0
Do you often feel the need to rescue others from their own problems?,1
"In previous conversations, have you taken into considerations other suggestions that are presented to you?",0
Do you feel like the its someone else who's at fault for your feelings?,0
"In conversations that you had before, did you ever try to see things from all the different points of views?",1
The event that took part were recent or distant?,0
Would you say you are trying to control someone in that past event?,1
Would you say that it is caused by a specific occurrence?,1
Do you feel that you are trying to influence someone with your words or actions?,1
Do you feel as though someone has been hurting you and victimising you in this situation?,1
"Do you see yourself as a victim, blaming others for how you feel?",0
Are you experiencing a bad time in your personal life?,0
Do you feel this way due to a recent or distant experience or event?,0
That's Great! May I recommend a protocol for you?,1
Do you always blame yourself for every little thing that goes wrong?,0
Do you always blame yourself when something goes wrong?,0
Do you consider yourself in charge of someone else?,0
"I understand this may bing difficult memories and emotions, and thank you for your understanding. Are you undergoing a personal crisis (experiencing difficulties with loved ones e.g. falling out with friends)?",2
Do you always blame yourself and treat yourself negatively when something goes wrong?,0
"To understand the situation better, please, let me know if this was caused by a specific even.",2
Do you think you feeling this way is a result of events that have happened to you?,1
"In situations like these, do you wish you could control someone for your own benefit?",1
Is the cause of your mood something that happened recently or not?,1
Do you always beat yourself up and accuse yourself for when something goes wrong?,0
Is there a chance you may be attempting to control someone on this occasion?,1
May you please share with me if you have felt these concerning feelings towards someone?,1
I'm going to mention a few words. See which ones describe what you're feeling.,1
Did you strongly feel or express any of the following emotions towards someone? ,0
Was it a specific event causing this?,0
Have you strongly felt or expressed any of the following emotions towards someone?,0
Do you feel that you are trying to influence someone with your words or actions?,1
Do you remember if this was caused by a specific event/s ?,0
Are you currently facing a crisis?,0
Did you happen to express or strongly feel any of these emotions towards someone?,0
Have you considered the viewpoints of others in conversations? ,0
Can you please tell me do you see yourself as a victim? Did someone do things that you blame them about how do you feel now?,1
Have you felt any of these emotions towards anyone recently?,0
"In previous interactions, did you find it easy to hear out other people's points of view that differed to yours?",1
Have you felt these emotions strongly or expressed them towards someone,0
Does it ever seem as if you're trying to shape somebody's life to what you want?,0
Did you try out protocol 6 and it was too much for you to deal with at the moment?,0
Was there a particular event that happened recently that would have triggered this? Or was it distant?,1
Did you ever feel any of the following emotions: ,0
"Great, thank you. I would like to ask you some questions to see if I can understand your problem. ",1
Do you think that the way you feel bad now is because you are someone else's victim and that that person is responsible for it?,1
Was the situation that put you in this state recent or distant? ,0
Thank you for opening up to me. I will ask you some questions to better understand how I can make you feel better.,1
Could you tell me if you have strongly felt or expressed any of these emotions towards another person?,1
Do you wish people can see or do things the way you do or see them?,0
Do you feel like you need to be in control of someone else in order to cope with your own feelings?,1
Is there a personal crisis that makes you feel this way?,0
Have you ever felt any of the following emotions?,0
Have you had the feeling to control someone?,0
Do you tend to consider other peoples opinions / viewpoints to help structure how you feel?,1
Have you previously taken time to listen to other points of view?,0
"Thank you. And would you say this feeling has been caused by a recent event, or was it a more distant one in your past?",2
Do you think you are reaching breaking point in your personal life?,0
Do you consider yourself to be someone else's savior?,0
Do you feel this way to get control of someone?,0
I wonder if you always feel you should help others to sort out their problems.,1
I appreciate your response. Please help me with the next question - do you believe that you should be the saviour of someone else?,1
"I thank you for informing me about your situation, I will ask you some questions to understand you better.",1
Do you feel like you are trying to dictate how someone else should live their lives?,0
Thank you. I am sorry about this. Now I am going to further assess your feelings by asking more questions.,2
Did you strongly feel or express any of the following emotions towards someone? ,0
Do you believe that you have to be saviour of somebody else?,0
Are your feelings caused by an specific event?,0
"Would you consider yourself to be the victim, and believing that someone else is to blame for how you feel?",1
"I am glad to hear it, that is such a lovely emotion to be feeling! I would like to recommend a protocol that could reinforce this positive feeling even more, if you agree.",2
Have you tried protocol 6 and found it made you feel overwhelmed by your emotions?,0
Does what happened relate to any recent or distant situation?,0
Have you tried using protocol 6 and found hard emotions to handle from something that happened in the past?,1
Do you find you can't stop blaming yourself when something goes wrong?,0
"Thanks for telling me that, I want to understeand you better so I  will ask some questions.",1
Have there been any events recent or distant that you think have caused this to happen?,1
Do you feel that in an effort to sustain yourself you're trying to get others to behave a certain way?,1
Was this situation caused by something that happened recently or distantly? ,0
"When you've had conversations with other people, have you been able to see things from their viewpoint?",0
Do you always blame yourself and find fault with yourself for when something goes wrong?,0
Do you think it was someone's fault that made you feel this way?,0
"Do you feel a strong urge to rescue someone else lately, alleviate their problems?",0
Is your problem because of something that happened recently or a more distant one?,0
Do you find that you are always blaming yourself when something goes wrong?,1
Do you like to explore other suggestions given to you?,0
Has this happened lately?,0
"I appreciate your honest response. If you do not mind, I would like to ask you more questions to better comprehend your situation.",2
Do you feel that saving the others is you responsibility?,1
"Do you have a tendency to always blame yourself when something goes wrong, even if you could not do anything about it?",1
Have you experienced loss or relationship breakdowns with loved ones recently?,0
We express ourselves differently to people. Have you ever felt these emotions towards someone?,1
In past conversations did you consider other things presented?,0
Did you recently try protocol 6? Did trying this protocol awaken uncomfortable emotions? ,0
"When something goes wrong, do you always blame and accuse yourself for it? ",0
In this difficult situation that you're describing have you felt these emotions towards someone?,1
Was there a particular event that would have caused this?,1
"Okay thank you for answering, you are doing great, do you ever feel like you are trying to save someone?",1
What emotional experiences have you gone through? Please select from the list below,1
Do you feel that someone else is responsible for your negative emotions?,1
Was this caused by something that happened recently or a while ago?,0
"In previous conversations, have you ever been open to different viewpoints than your own?",0
"Over the last weeks, have practiced protocol 6 and recalled emotions from a past event that you could not manage? ",1
At the end of the day we are all human and life has ups and downs. Let me know a few things to help.,2
"I understand, let me see what I can do to help you in this current situation.",1
Have you attempted protocol 6 and found that it brought back emotions as a result of the old event(s)?,1
"Thank you for sharing so far. Have you, in the near past, gave protocol 6 a try and discovered that it reignited emotions you couldn't manage as a result of distant events?",2
Are you currently undergoing through a crisis in your life?,0
Thank you for informing me. I'll now ask you some questions to better understand your circumstance.,1
Are you going through a personal crisis?,0
"If you're willing to share, was this something caused by a recent event, or something from the past?",2
Did you feel any of these emotions strongly towards someone: ,0
Do you think someone is responsible for making you feel this way?,0
"Do you regard yourself as a victim, that is, do you blame others for the negative feelings you have? ",1
Did you experience any strong negative emotions as a result of attempting protocol 6?,1
Did you have time to attempt protocol 6 and found that it brought up unmanageable negative emotions?,1
Do you sometimes feel or express any of the following emotions towards someone:,0
May you please share with me if you have felt these concerning feelings towards someone?,1
Do you want to help people without them asking?,0
Are you having issues with loved ones?,0
"Do you feel that you should be hard on yourself when things go wrong, by blaming and accusing yourself?",1
"Thank you for telling me, I will ask you some questions to better understand your problem.",1
Do you think you need to change someone's life or to save them?,0
"I'm sorry you feel this way, thank you for sharing this with me. If it is ok, I'd like to ask a few more questions to see how best to help you?",2
Do you think what you told me was due to some specific event? ,1
I'm happy for you! Let me recommend a protocol you can attempt.,1
Have you ever felt like you are controling someone ?,0
Do you always feel like as if you are trying to get control over someone?,0
Protocol 6 might be of great assistance to you. Have you tried it and found out negative emotions caused by old events? ,2
"During conversations in the past, at some point have you changed your mind or point of view?",1
Have you felt any of these emotions towards anyone recently?,0
Have you strongly felt the following towards someone?,0
Do you have the urge to always save someone or feel like its saviour?,0
Do you think you have felt like this towards another person?,0
"If you were to describe your feelings that led you here, have they been building up for a long time, or did a particular situation suddenly make them occupy most of your attention?",2
Do you take into account the feelings and points of view of others?,0
